director_name,duration,gross,genre,movie_title,language,country,budget,imdb_score,,,,,,,,,,,,,,,,,,,,,,
Rowan Joffe,92,2963012,Drama,Before I Go to Sleep ,English,UK,22000000,6.3,,,,,,,,,,,,,,,,,,,,,,
John Curran,105,1796024,Drama,Stone ,English,USA,22000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Laurent Tirard,120,634277,Comedy,Molière ,French,France,16000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Scott Cooper,116,11326836,Crime,Out of the Furnace ,English,USA,22000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Tony Gilroy,119,49024969,Crime,Michael Clayton ,English,USA,25000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Peter Segal,101,22294341,Adventure,My Fellow Americans ,English,USA,21500000,6.5,,,,,,,,,,,,,,,,,,,,,,
Mark Pellington,117,24362501,Crime,Arlington Road ,English,USA,21500000,7.2,,,,,,,,,,,,,,,,,,,,,,
Woody Allen,112,16684352,Comedy,To Rome with Love ,English,USA,17000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Clint Eastwood,136,46700000,Action,Firefox ,English,USA,21000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Trey Parker,81,52008288,Animation,South Park: Bigger Longer & Uncut ,English,USA,21000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Frank Oz,87,8579684,Comedy,Death at a Funeral ,English,USA,9000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Stuart Gillard,96,42660000,Action,Teenage Mutant Ninja Turtles III ,English,USA,17000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Brian Robbins,106,40219708,Drama,Hardball ,English,USA,21000000,6.3,,,,,,,,,,,,,,,,,,,,,,
David O. Russell,122,132088910,Comedy,Silver Linings Playbook ,English,USA,21000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Richard LaGravenese,123,36581633,Biography,Freedom Writers ,English,Germany,21000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Louis Leterrier,92,25296447,Action,The Transporter ,English,France,21000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Jeff Wadlow,110,24848292,Action,Never Back Down ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Katt Shea,104,17757087,Horror,The Rage: Carrie 2 ,English,USA,21000000,4.6,,,,,,,,,,,,,,,,,,,,,,
Sam Mendes,98,9430988,Comedy,Away We Go ,English,USA,17000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Joshua Michael Stern,120,16284360,Comedy,Swing Vote ,English,USA,21000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Brad Silberling,112,6830957,Drama,Moonlight Mile ,English,USA,21000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Tomas Alfredson,127,24104113,Drama,Tinker Tailor Soldier Spy ,English,France,20000000,7.1,,,,,,,,,,,,,,,,,,,,,,
John Duigan,102,15593,Comedy,Molly ,English,USA,21000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Jodie Foster,91,958319,Drama,The Beaver ,English,USA,21000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Colin Higgins,114,69700000,Comedy,The Best Little Whorehouse in Texas ,English,USA,35000000,5.8,,,,,,,,,,,,,,,,,,,,,,
David Cronenberg,115,2840417,Horror,eXistenZ ,English,Canada,31000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,115,242374454,Action,Raiders of the Lost Ark ,English,USA,18000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,120,173585516,Adventure,Home Alone 2: Lost in New York ,English,USA,18000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,135,128300000,Drama,Close Encounters of the Third Kind ,English,USA,19400870,7.7,,,,,,,,,,,,,,,,,,,,,,
Jim Sonzero,90,20259297,Drama,Pulse ,English,USA,20000000,4.7,,,,,,,,,,,,,,,,,,,,,,
Tony Scott,100,153665036,Action,Beverly Hills Cop II ,English,USA,28000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Adam Shankman,105,132541238,Comedy,Bringing Down the House ,English,USA,33000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Jonathan Demme,138,130727000,Crime,The Silence of the Lambs ,English,USA,19000000,8.6,,,,,,,,,,,,,,,,,,,,,,
Penelope Spheeris,94,121697350,Comedy,Wayne's World ,English,USA,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Jeff Tremaine,101,117224271,Action,Jackass 3D ,English,USA,20000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Jeannot Szwarc,131,102922376,Adventure,Jaws 2 ,English,USA,20000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Raja Gosnell,91,94497271,Adventure,Beverly Hills Chihuahua ,English,USA,20000000,3.7,,,,,,,,,,,,,,,,,,,,,,
James Wan,112,137387272,Horror,The Conjuring ,English,USA,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Brian Levant,95,82301521,Adventure,Are We There Yet? ,English,USA,32000000,4.6,,,,,,,,,,,,,,,,,,,,,,
Ben Falcone,100,84518155,Comedy,Tammy ,English,USA,20000000,4.9,,,,,,,,,,,,,,,,,,,,,,
D.J. Caruso,105,80050171,Drama,Disturbia ,English,USA,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Richard Linklater,108,81257845,Comedy,School of Rock ,English,USA,35000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Paul W.S. Anderson,101,70360285,Action,Mortal Kombat ,English,USA,18000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Paul McGuigan,114,12831121,Drama,Wicker Park ,English,USA,30000000,7,,,,,,,,,,,,,,,,,,,,,,
Keenen Ivory Wayans,109,69148997,Comedy,White Chicks ,English,USA,37000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Alexander Payne,115,82624961,Comedy,The Descendants ,English,USA,20000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Andrew Davis,117,67325559,Adventure,Holes ,English,USA,20000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Julie Anne Robinson,107,62933793,Drama,The Last Song ,English,USA,20000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Steve McQueen,134,56667870,Biography,12 Years a Slave ,English,USA,20000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Charles Stone III,118,56398162,Comedy,Drumline ,English,USA,20000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Tyler Perry,121,60072596,Comedy,Why Did I Get Married Too? ,English,USA,20000000,4.4,,,,,,,,,,,,,,,,,,,,,,
Tim Burton,105,56362352,Fantasy,Edward Scissorhands ,English,USA,20000000,7.9,,,,,,,,,,,,,,,,,,,,,,
Thea Sharrock,110,56154094,Drama,Me Before You ,English,UK,20000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Tyler Perry,114,65623128,Comedy,Madea's Witness Protection ,English,USA,20000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Jon Lucas,100,55461307,Comedy,Bad Moms ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Aaron Seltzer,85,48546578,Comedy,Date Movie ,English,USA,20000000,2.7,,,,,,,,,,,,,,,,,,,,,,
Robin Budd,72,48423368,Adventure,Return to Never Land ,English,USA,20000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Ava DuVernay,128,52066000,Biography,Selma ,English,UK,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Steve Trenbirth,72,47887943,Adventure,The Jungle Book 2 ,English,USA,20000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Stephen Kay,89,46363118,Drama,Boogeyman ,English,USA,20000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Mennan Yapo,96,47852604,Drama,Premonition ,English,USA,20000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Jun Falkenstein,77,45542421,Animation,The Tigger Movie ,English,USA,30000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Boaz Yakin,111,42652003,Adventure,Max ,English,USA,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Jason Friedberg,93,39737645,Adventure,Epic Movie ,English,USA,20000000,2.3,,,,,,,,,,,,,,,,,,,,,,
John Milius,129,37567440,Adventure,Conan the Barbarian ,English,USA,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Tom McCarthy,128,44988180,Biography,Spotlight ,English,USA,20000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Neil LaBute,110,39263506,Crime,Lakeview Terrace ,English,USA,22000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Takashi Shimizu,137,39143839,Horror,The Grudge 2 ,English,USA,20000000,5,,,,,,,,,,,,,,,,,,,,,,
Kevin Rodney Sullivan,124,37672350,Comedy,How Stella Got Her Groove Back ,English,USA,20000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Peter Hewitt,93,38037513,Adventure,Bill & Ted's Bogus Journey ,English,USA,20000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Barry Levinson,115,37442180,Comedy,Man of the Year ,English,USA,20000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Anton Corbijn,105,35596227,Crime,The American ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Gregory Nava,127,35422828,Biography,Selena ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Jason Friedberg,82,36658108,Comedy,Vampires Suck ,English,USA,20000000,3.5,,,,,,,,,,,,,,,,,,,,,,
Alejandro G. Iñárritu,143,34300771,Drama,Babel ,English,France,25000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,103,34290142,Comedy,This Is Where I Leave You ,English,USA,19800000,6.6,,,,,,,,,,,,,,,,,,,,,,
John Patrick Shanley,104,33422556,Drama,Doubt ,English,USA,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Trey Parker,98,32774834,Action,Team America: World Police ,English,USA,30000000,7.2,,,,,,,,,,,,,,,,,,,,,,
John Luessenhop,92,34334256,Horror,Texas Chainsaw 3D ,English,USA,11000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Jon Amiel,123,32051917,Crime,Copycat ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Malcolm D. Lee,88,32014289,Comedy,Scary Movie 5 ,English,USA,20000000,3.5,,,,,,,,,,,,,,,,,,,,,,
Gus Van Sant,128,31838002,Biography,Milk ,English,USA,20000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Kevin Reynolds,107,36874745,Action,Risen ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Steve Beck,91,30079316,Horror,Ghost Ship ,English,USA,35000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Todd Strauss-Schulson,90,35033759,Adventure,A Very Harold & Kumar 3D Christmas ,English,USA,19000000,6.3,,,,,,,,,,,,,,,,,,,,,,
John McNaughton,115,29753944,Crime,Wild Things ,English,USA,20000000,6.5,,,,,,,,,,,,,,,,,,,,,,
John Madden,113,31146570,Drama,The Debt ,English,USA,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Stephen Frears,113,27277055,Comedy,High Fidelity ,English,UK,20000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Eric Valette,87,26876529,Horror,One Missed Call ,English,Japan,27000000,3.9,,,,,,,,,,,,,,,,,,,,,,
John Schlesinger,101,53146000,Crime,Eye for an Eye ,English,USA,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Roger Donaldson,111,30028592,Crime,The Bank Job ,English,UK,20000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Michel Gondry,108,34126138,Drama,Eternal Sunshine of the Spotless Mind ,English,USA,20000000,8.3,,,,,,,,,,,,,,,,,,,,,,
Andy Fickman,105,25677801,Comedy,You Again ,English,USA,20000000,5.8,,,,,,,,,,,,,,,,,,,,,,
David Ayer,109,26415649,Action,Street Kings ,English,USA,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Edgar Wright,109,26003149,Action,The World's End ,English,UK,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Andrew Fleming,99,25584685,Comedy,Nancy Drew ,English,USA,20000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Michael Spierig,98,29975979,Action,Daybreakers ,English,Australia,20000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Jim Field Smith,104,31584722,Comedy,She's Out of My League ,English,USA,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Thomas Bezucha,109,23179303,Adventure,Monte Carlo ,English,Hungary,20000000,5.8,,,,,,,,,,,,,,,,,,,,,,
William Brent Bell,75,23078294,Horror,Stay Alive ,English,USA,9000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Simon Wincer,119,21413105,Action,Quigley Down Under ,English,Australia,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Anthony Bell,90,25077977,Adventure,Alpha and Omega ,English,USA,20000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Renny Harlin,97,23292105,Action,The Covenant ,English,USA,20000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Robert Rodriguez,89,20916309,Comedy,Shorts ,English,USA,40000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Gus Van Sant,106,21200000,Comedy,To Die For ,English,USA,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Henry Joost,96,28876924,Adventure,Nerve ,English,USA,20000000,7.1,,,,,,,,,,,,,,,,,,,,,,
John Carpenter,104,20241395,Action,Vampires ,English,USA,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Alfred Hitchcock,108,32000000,Horror,Psycho ,English,USA,806947,8.5,,,,,,,,,,,,,,,,,,,,,,
Howard Deutch,112,19151864,Comedy,My Best Friend's Girl ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Shana Feste,104,23393765,Drama,Endless Love ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Garry Marshall,113,18882880,Comedy,Georgia Rule ,English,USA,20000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Steve Rash,98,8500000,Comedy,Under the Rainbow ,English,USA,20000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Mark Steven Johnson,114,18252684,Comedy,Simon Birch ,English,USA,30000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Mike Binder,124,19661987,Drama,Reign Over Me ,English,USA,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Sean Penn,148,18352454,Adventure,Into the Wild ,English,USA,15000000,8.2,,,,,,,,,,,,,,,,,,,,,,
Todd Phillips,108,17803796,Comedy,School for Scoundrels ,English,USA,20000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Michael J. Bassett,95,17529157,Adventure,Silent Hill: Revelation 3D ,English,France,20000000,5,,,,,,,,,,,,,,,,,,,,,,
Robert Rodriguez,108,25753840,Crime,From Dusk Till Dawn ,English,USA,19000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Frank Nissen,68,18081626,Animation,Pooh's Heffalump Movie ,English,USA,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Jodie Foster,103,17518220,Comedy,Home for the Holidays ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Stephen Chow,99,17104669,Action,Kung Fu Hustle ,Cantonese,Hong Kong,20000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Peter Hastings,88,16988996,Comedy,The Country Bears ,English,USA,35000000,4,,,,,,,,,,,,,,,,,,,,,,
Marc Forster,128,15797907,Drama,The Kite Runner ,Dari,USA,20000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Alejandro G. Iñárritu,124,16248701,Drama,21 Grams ,English,USA,20000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Paul Abascal,84,15712072,Action,Paparazzi ,English,USA,20000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Catherine Hardwicke,122,191449475,Drama,Twilight ,English,USA,37000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Chris Koch,101,15408822,Comedy,A Guy Thing ,English,USA,20000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Amy Heckerling,98,15464026,Comedy,Loser ,English,USA,20000000,5.3,,,,,,,,,,,,,,,,,,,,,,
George Stevens,225,8000000,Biography,The Greatest Story Ever Told ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Jason Friedberg,88,14174654,Comedy,Disaster Movie ,English,USA,25000000,1.9,,,,,,,,,,,,,,,,,,,,,,
Nimród Antal,88,15988876,Action,Armored ,English,USA,27000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Jon Amiel,94,13801755,Action,The Man Who Knew Too Little ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Mark Mylod,117,13987482,Comedy,What's Your Number? ,English,USA,20000000,6,,,,,,,,,,,,,,,,,,,,,,
James Mather,95,14291570,Action,Lockout ,English,France,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Barry Levinson,99,12181484,Comedy,Envy ,English,USA,40000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Mark Neveldine,96,13630226,Action,Crank: High Voltage ,English,USA,20000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Woody Allen,98,13383737,Comedy,Bullets Over Broadway ,English,USA,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Michael O. Sajbel,123,13391174,Biography,One Night with the King ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Phillip Noyce,101,12987647,Drama,The Quiet American ,English,UK,30000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Gore Verbinski,102,12469811,Comedy,The Weather Man ,English,USA,22000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Walter Hill,94,12398628,Action,Undisputed ,English,USA,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
David Koepp,102,13214030,Comedy,Ghost Town ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Renny Harlin,108,12232937,Action,12 Rounds ,English,USA,22000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Matt Reeves,116,12134420,Drama,Let Me In ,English,UK,20000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Charles T. Kanganis,93,11784000,Action,3 Ninjas Kick Back ,English,USA,20000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Michel Gondry,102,11169531,Comedy,Be Kind Rewind ,English,UK,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Stephen Frears,103,11034436,Comedy,Mrs Henderson Presents ,English,UK,20000000,7.1,,,,,,,,,,,,,,,,,,,,,,
John Hillcoat,115,12626905,Action,Triple 9 ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Woody Allen,96,10569071,Comedy,Deconstructing Harry ,English,USA,20000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Damon Santostefano,98,10544143,Comedy,Three to Tango ,English,Australia,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
John Wells,101,13650738,Comedy,Burnt ,English,USA,20000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Neil Jordan,106,10555348,Comedy,We're No Angels ,English,USA,20000000,6,,,,,,,,,,,,,,,,,,,,,,
Woody Allen,101,9714482,Comedy,Everyone Says I Love You ,English,USA,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Frank Oz,87,8579684,Comedy,Death at a Funeral ,English,USA,9000000,7.4,,,,,,,,,,,,,,,,,,,,,,
James Wan,111,9525276,Action,Death Sentence ,English,USA,20000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Kirk Jones,99,8855646,Adventure,Everybody's Fine ,English,USA,21000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Bob Clark,88,9109322,Comedy,Superbabies: Baby Geniuses 2 ,English,Germany,20000000,1.9,,,,,,,,,,,,,,,,,,,,,,
Les Mayfield,83,8326035,Action,The Man ,English,Germany,33000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Les Mayfield,91,8104069,Action,Code Name: The Cleaner ,English,USA,20000000,4.5,,,,,,,,,,,,,,,,,,,,,,
Michael Lembeck,108,8054280,Comedy,Connie and Carla ,English,USA,20000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Paul Thomas Anderson,148,8093318,Comedy,Inherent Vice ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Dave Borthwick,77,7382993,Adventure,Doogal ,English,USA,20000000,2.8,,,,,,,,,,,,,,,,,,,,,,
Benson Lee,110,8888355,Drama,Battle of the Year ,English,USA,20000000,5,,,,,,,,,,,,,,,,,,,,,,
David Zucker,83,7001720,Comedy,An American Carol ,English,USA,12000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Robert Rodriguez,107,7268659,Action,Machete Kills ,English,Russia,20000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Glen Morgan,100,6852144,Drama,Willard ,English,Canada,22000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Fred Wolf,87,6563357,Adventure,Strange Wilderness ,English,USA,20000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Mike Leigh,154,6201757,Biography,Topsy-Turvy ,English,UK,10000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Alejandro Monteverde,106,6420319,Drama,Little Boy ,English,Mexico,20000000,7.4,,,,,,,,,,,,,,,,,,,,,,
David Cronenberg,99,5702083,Biography,A Dangerous Method ,English,UK,15000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Richard Linklater,100,5480996,Animation,A Scanner Darkly ,English,USA,8700000,7.1,,,,,,,,,,,,,,,,,,,,,,
Michael Apted,116,6002756,Biography,Chasing Mavericks ,English,USA,20000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Uwe Boll,94,5132655,Horror,Alone in the Dark ,English,Canada,20000000,2.3,,,,,,,,,,,,,,,,,,,,,,
Todd Graff,111,5205343,Comedy,Bandslam ,English,USA,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Jonathan Glazer,100,5005883,Drama,Birth ,English,USA,20000000,6.1,,,,,,,,,,,,,,,,,,,,,,
J.C. Chandor,125,5749134,Action,A Most Violent Year ,English,USA,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Marc Abraham,119,4234040,Biography,Flash of Genius ,English,USA,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Todd Haynes,135,4001121,Biography,I'm Not There. ,English,USA,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Mabrouk El Mechri,93,3749061,Action,The Cold Light of Day ,English,USA,20000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Rian Johnson,114,3519627,Adventure,The Brothers Bloom ,English,USA,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Charlie Kaufman,124,3081925,Comedy,"Synecdoche, New York ",English,USA,21000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Hayao Miyazaki,134,2298191,Adventure,Princess Mononoke ,Japanese,Japan,2400000000,8.4,,,,,,,,,,,,,,,,,,,,,,
Jean-Paul Rappeneau,114,2353728,Comedy,Bon voyage ,French,France,20000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Nancy Walker,124,2000000,Biography,Can't Stop the Music ,English,USA,20000000,4.5,,,,,,,,,,,,,,,,,,,,,,
John Hillcoat,104,1900725,Crime,The Proposition ,English,Australia,2000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Angelo Pizzo,118,2246000,Biography,Courage ,English,USA,20000000,7,,,,,,,,,,,,,,,,,,,,,,
Richard Benjamin,80,1646664,Comedy,Marci X ,English,USA,20000000,2.8,,,,,,,,,,,,,,,,,,,,,,
Kurt Wimmer,107,1190018,Action,Equilibrium ,English,USA,20000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Roger Spottiswoode,125,1027749,Drama,The Children of Huang Shi ,English,Australia,40000000,7.1,,,,,,,,,,,,,,,,,,,,,,
James Gray,115,882710,Crime,The Yards ,English,USA,24000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Matthew Diamond,88,1064277,Adventure,The Oogieloves in the Big Balloon Adventure ,English,USA,20000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Angelina Jolie Pitt,122,531009,Drama,By the Sea ,English,USA,10000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Katsuhiro Ôtomo,103,410388,Action,Steamboy ,Japanese,Japan,2127519898,6.9,,,,,,,,,,,,,,,,,,,,,,
David Anspaugh,101,375474,Drama,The Game of Their Lives ,English,USA,20000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Kevin Reynolds,107,305070,Action,Rapa Nui ,English,USA,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Jean-Marie Poiré,118,146072,Comedy,Les couloirs du temps: Les visiteurs II ,French,France,140000000,6,,,,,,,,,,,,,,,,,,,,,,
Kevin Munroe,107,1183354,Action,Dylan Dog: Dead of Night ,English,USA,20000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Daniel Algrant,100,121972,Crime,People I Know ,English,USA,22000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Julie Taymor,110,263365,Comedy,The Tempest ,English,USA,20000000,5.4,,,,,,,,,,,,,,,,,,,,,,
John Curran,125,8047690,Drama,The Painted Veil ,Mandarin,China,19400000,7.5,,,,,,,,,,,,,,,,,,,,,,
Uli Edel,184,476270,Action,The Baader Meinhof Complex ,German,Germany,20000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Kevin Costner,236,184208848,Adventure,Dances with Wolves ,English,USA,22000000,8,,,,,,,,,,,,,,,,,,,,,,
Jake Kasdan,97,100292856,Comedy,Bad Teacher ,English,USA,20000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Harold Becker,113,58571513,Crime,Sea of Love ,English,USA,19000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Mark Rosman,95,51431160,Comedy,A Cinderella Story ,English,USA,20000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Wes Craven,103,103001286,Horror,Scream ,English,USA,15000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Steve Beck,91,41867960,Horror,Thir13en Ghosts ,English,USA,20000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,116,210609762,Adventure,Back to the Future ,English,USA,19000000,8.5,,,,,,,,,,,,,,,,,,,,,,
William Malone,93,40846082,Horror,House on Haunted Hill ,English,USA,19000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Tyler Perry,113,51697449,Comedy,I Can Do Bad All by Myself ,English,USA,13000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Josh Gordon,101,27758465,Comedy,The Switch ,English,USA,19000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,95,56127162,Comedy,Just Married ,English,USA,18000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Lee Tamahori,109,1357042,Biography,The Devil's Double ,English,Belgium,15000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Britt Allcroft,85,15911333,Adventure,Thomas and the Magic Railroad ,English,UK,19000000,3.6,,,,,,,,,,,,,,,,,,,,,,
Breck Eisner,101,39103378,Horror,The Crazies ,English,USA,20000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Hayao Miyazaki,125,10049886,Adventure,Spirited Away ,Japanese,Japan,19000000,8.6,,,,,,,,,,,,,,,,,,,,,,
Roger Donaldson,132,8600000,Action,The Bounty ,English,UK,25000000,7,,,,,,,,,,,,,,,,,,,,,,
Brian Percival,131,21483154,Drama,The Book Thief ,English,USA,19000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Sean Anders,129,8396942,Adventure,Sex Drive ,English,USA,19000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Anand Tucker,100,12561,Comedy,Leap Year ,English,USA,19000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Michael Dowse,97,6923891,Comedy,Take Me Home Tonight ,English,USA,23000000,6.3,,,,,,,,,,,,,,,,,,,,,,
